gene_id/transcript_id	SJINF053_211_withinKeepPairs
TMEM173-013	46.52
TMEM173-010	1221.56
TMEM173-012	0.0
TMEM173-002	2173.23
TMEM173-014	764.83
TMEM173-006	794.5
TMEM173-011	147.85
TMEM173-008	0.0
TMEM173-015	0.0
TMEM173-005	283.9
TMEM173-003	17.53
TMEM173-004	91.81
TMEM173-016	2.97
PDE4B-001	0.0
PDE4B-002	0.0
PDE4B-007	3144.85
PDE4B-004	0.0
PDE4B-014	0.0
PDE4B-003	0.0
PDE4B-008	305.53
PDE4B-018	25.99
PDE4B-005	0.0
PDE4B-006	0.0
PDE4B-016	3.68
PDE4B-011	0.0
PDE4B-013	0.0
PDE4B-009	0.0
PDE4B-010	0.0
PDE4B-017	0.0
PDE4B-012	0.0
PDE4B-015	19.95
FAM19A3-001	1.0
FAM19A3-002	0.0
C14orf180-004	0.0
C14orf180-001	0.0
C14orf180-002	0.0
SNN-001	1624.0
FAM167A-AS1-002	0.0
FAM167A-AS1-003	0.0
FAM167A-AS1-001	1.0
KCNH7-002	0.0
KCNH7-001	0.0
KCNH7-004	0.0
KCNH7-201	2.0
KCNH7-202	0.0
RPL7P26-001	5.0
NELL2-006	50.21
NELL2-201	0.0
NELL2-002	0.0
NELL2-001	0.0
NELL2-010	47.61
NELL2-020	0.0
NELL2-018	0.0
NELL2-016	0.0
NELL2-008	14.11
NELL2-019	0.0
NELL2-017	0.0
NELL2-003	0.0
NELL2-014	5.49
NELL2-015	1.0
NELL2-013	7.58
NELL2-012	0.0
NELL2-005	0.0
NELL2-009	0.0
NELL2-007	0.0
NELL2-021	0.0
SPDYE12P-001	6.1
ZNF840P-001	0.0
KRBA2-001	6.5
KRBA2-002	218.39
ZNF72P-001	0.0
MED12-201	3344.28
MED12-002	4150.0
MED12-001	54.93
MED12-005	7.28
MED12-010	32.97
MED12-009	53.81
MED12-007	21.66
MED12-006	27.09
MED12-008	15.98
ZNF93-001	339.19
ZNF93-006	0.0
ZNF93-009	2.78
ZNF93-005	0.0
ZNF93-008	10.97
ZNF93-002	17.78
ZNF93-007	7.01
SEPT9-201	6.03
SEPT9-008	2269.9
SEPT9-001	0.0
SEPT9-015	87.55
SEPT9-009	0.0
SEPT9-004	0.0
SEPT9-202	0.0
SEPT9-012	4971.69
SEPT9-063	42.88
SEPT9-049	11.56
SEPT9-011	302.85
SEPT9-043	0.0
SEPT9-048	0.0
SEPT9-057	40.26
SEPT9-054	1.56
SEPT9-035	4.45
SEPT9-026	0.0
SEPT9-031	0.18
SEPT9-038	0.0
SEPT9-060	0.0
SEPT9-042	28.0
SEPT9-024	0.0
SEPT9-034	0.0
SEPT9-058	82.32
SEPT9-056	155.29
SEPT9-055	13.43
SEPT9-030	0.0
SEPT9-006	0.0
SEPT9-036	0.0
SEPT9-032	0.0
SEPT9-027	0.0
SEPT9-062	96.55
SEPT9-050	0.0
SEPT9-047	0.0
SEPT9-040	105.36
SEPT9-014	339.39
SEPT9-016	879.23
SEPT9-051	6.6
SEPT9-045	28.64
SEPT9-059	0.0
SEPT9-028	0.0
SEPT9-029	0.0
SEPT9-033	0.0
SEPT9-010	43.13
SEPT9-061	430.52
SEPT9-013	81.72
SEPT9-052	0.0
PRSS55-001	0.0
PRSS55-002	0.0
PRSS55-003	0.0
ODF4-001	0.0
ODF4-002	0.0
FOXD4L4-001	0.0
CDCA2-001	88.69
CDCA2-002	237.98
CDCA2-003	0.0
CDCA2-006	0.0
CDCA2-008	27.32
OR7E14P-001	0.0
OR7E14P-002	0.0
RALYL-002	0.0
RALYL-011	0.0
RALYL-005	0.0
RALYL-004	0.0
RALYL-001	0.0
RALYL-008	0.0
RALYL-007	0.0
RALYL-010	0.0
RALYL-006	0.0
RALYL-009	0.0
RALYL-003	0.0
AMER1-002	666.0
AMER1-001	0.0
ZBTB40-201	164.52
ZBTB40-001	6042.6
ZBTB40-002	0.0
ZBTB40-202	49.88
HIST2H2BE-001	760.52
HIST2H2BE-201	0.0
PRR33-001	98.0
CLDN6-201	0.0
CLDN6-001	0.0
CLDN6-002	0.0
OR51M1-001	0.0
SEPT5-004	78.24
SEPT5-009	9.17
SEPT5-015	0.0
SEPT5-014	0.0
SEPT5-008	0.0
SEPT5-016	0.0
SEPT5-006	54.47
SEPT5-010	0.0
SEPT5-002	29.84
SEPT5-001	14.09
SEPT5-003	20.67
SEPT5-005	11.73
SEPT5-012	3.12
SEPT5-013	7.66
SEPT5-011	0.0
SEPT5-201	0.0
EIF4ENIF1-002	1022.17
EIF4ENIF1-001	42.24
EIF4ENIF1-009	4.88
EIF4ENIF1-008	0.0
EIF4ENIF1-005	45.6
EIF4ENIF1-003	64.67
EIF4ENIF1-012	0.0
EIF4ENIF1-006	5.4
EIF4ENIF1-013	23.0
EIF4ENIF1-007	0.0
EIF4ENIF1-011	41.6
EIF4ENIF1-010	33.44
EIF4ENIF1-004	69.75
LRRC26-001	0.0
SERINC4-004	0.0
SERINC4-001	0.0
SERINC4-005	14.36
SERINC4-002	0.0
SERINC4-003	0.0
SERINC4-006	0.0
RNLS-002	20.47
RNLS-001	64.83
RNLS-201	4.7
RNLS-003	0.0
RNLS-004	0.0
KRTAP6-1-001	0.0
APOBR-201	778.89
APOBR-001	689.78
FAM110C-001	1510.48
FAM110C-003	47.52
FAM110C-002	0.0
DDX53-001	38.0
OR5AQ1P-001	0.0
ATL3-001	2624.92
ATL3-005	1.09
ATL3-002	51.99
ATL3-004	0.0
NDUFA12-001	114.23
NDUFA12-006	0.0
NDUFA12-009	0.0
NDUFA12-003	0.0
NDUFA12-008	0.0
NDUFA12-002	3.77
NDUFA12-007	0.0
NDUFA12-005	0.0
NDUFA12-004	0.0
AC013269.5-001	0.0
MGAT4EP-001	1.0
MGAT4EP-003	0.0
SMIM10-001	1.0
TCTE3-001	0.0
TCTE3-002	43.0
UBE2G2-005	127.11
UBE2G2-001	241.11
UBE2G2-007	331.26
UBE2G2-008	0.0
UBE2G2-010	0.0
UBE2G2-003	3759.79
UBE2G2-002	66.54
UBE2G2-006	0.0
UBE2G2-011	9.96
UBE2G2-009	0.0
UBE2G2-004	456.24
UBE2G2-012	0.0
SATL1-201	0.0
SATL1-001	0.0
OR4C10P-001	0.0
OSBP2-001	0.0
OSBP2-006	0.0
OSBP2-201	0.0
OSBP2-002	0.0
OSBP2-013	0.0
OSBP2-007	66.25
OSBP2-009	0.0
OSBP2-202	0.0
OSBP2-010	0.0
OSBP2-012	0.0
OSBP2-005	0.0
OSBP2-008	14.14
OSBP2-014	0.0
OSBP2-015	0.0
OSBP2-017	0.0
OSBP2-011	0.0
OSBP2-018	0.0
OSBP2-016	1.14
OSBP2-203	6.47
UNC93B5-001	0.0
B3GALT5-AS1-002	0.0
B3GALT5-AS1-004	0.0
B3GALT5-AS1-001	0.0
B3GALT5-AS1-003	0.0
TUSC5-001	2.0
PRR23B-001	0.0
ZBTB7C-028	10.0
ZBTB7C-019	0.0
ZBTB7C-024	0.0
ZBTB7C-026	0.0
ZBTB7C-008	0.0
ZBTB7C-021	0.0
ZBTB7C-006	0.0
ZBTB7C-018	0.0
ZBTB7C-014	0.0
ZBTB7C-002	0.0
ZBTB7C-012	0.0
ZBTB7C-007	0.0
ZBTB7C-025	0.0
ZBTB7C-022	0.0
ZBTB7C-017	0.0
ZBTB7C-003	0.0
ZBTB7C-020	0.0
ZBTB7C-010	0.0
ZBTB7C-016	0.0
ZBTB7C-027	0.0
ZBTB7C-001	0.0
ZBTB7C-005	0.0
ZBTB7C-004	0.0
ZBTB7C-011	0.0
ZBTB7C-015	0.0
ZBTB7C-009	0.0
ZBTB7C-023	0.0
ZBTB7C-013	0.0
APOO-002	43.72
APOO-001	10.53
APOO-004	0.0
APOO-003	0.0
APOO-006	4.76
APOO-007	0.0
APOO-008	0.0
APOO-005	0.0
APOO-009	2.98
PRR16-001	0.0
PRR16-002	0.0
PRR16-201	1.0
PRR16-003	0.0
PRR16-004	0.0
TMED9-001	1282.22
TMED9-003	11.97
TMED9-005	0.0
TMED9-002	28.86
TMED9-006	8.74
TMED9-004	430.21
CYCSP45-001	0.0
DRD1-001	0.0
LINC00308-001	0.0
TMEM186-001	73.0
TMEM186-002	12.81
SDR42E1-001	34.62
SDR42E1-002	1.99
SDR42E1-003	0.0
RBM33-008	53.88
RBM33-009	38.7
RBM33-001	128.71
RBM33-004	20.63
RBM33-005	26.54
RBM33-003	262.74
RBM33-007	5363.48
RBM33-002	6.11
RBM33-010	153.21
RBM33-006	0.0
ARMCX2-011	0.0
ARMCX2-013	22.12
ARMCX2-012	127.02
ARMCX2-003	0.0
ARMCX2-006	0.0
ARMCX2-007	7.94
ARMCX2-002	0.0
ARMCX2-004	4.13
ARMCX2-008	2.26
ARMCX2-005	4.0
ARMCX2-001	3.53
ARMCX2-010	0.0
ARMCX2-009	0.0
OR51B2-201	0.0
BTBD6-201	122.71
BTBD6-004	123.73
BTBD6-001	233.93
BTBD6-003	253.66
BTBD6-202	206.52
BTBD6-005	288.21
SRY-001	0.0
H1FX-001	3275.21
RBM43-001	339.0
RBM43-002	1.0
SUMO3-001	1654.26
SUMO3-005	2.59
SUMO3-002	10.89
SUMO3-201	6.04
SUMO3-004	6.22
SUMO3-003	0.0
IMMP2L-002	5.46
IMMP2L-001	7.92
IMMP2L-201	0.0
IMMP2L-005	0.0
IMMP2L-008	0.0
IMMP2L-006	1.0
IMMP2L-003	20.37
IMMP2L-010	0.0
IMMP2L-009	1.25
IMMP2L-007	0.0
TCEAL2-001	0.0
TCEAL2-201	0.0
TCEAL2-002	0.0
AC129778.2-002	0.0
AC129778.2-003	0.0
AC129778.2-004	0.0
AC129778.2-005	0.0
AC129778.2-006	0.0
AC129778.2-007	0.0
AC129778.2-001	0.0
CLCNKB-002	3.0
CLCNKB-001	0.0
CLCNKB-003	0.0
CLCNKB-201	0.0
DMRTC1B-004	0.0
DMRTC1B-201	1.86
DMRTC1B-002	0.0
DMRTC1B-003	0.0
DMRTC1B-005	0.0
DMRTC1B-001	0.0
DMRTC1B-006	1.14
JAG2-001	42.47
JAG2-002	0.0
JAG2-003	0.23
JAG2-004	0.0
JAG2-005	0.0
FMNL1-201	2670.8
FMNL1-001	13862.78
FMNL1-003	592.55
FMNL1-011	16.48
FMNL1-007	105.16
FMNL1-006	1668.47
FMNL1-005	2659.3
FMNL1-010	107.74
FMNL1-008	143.01
FMNL1-013	1805.41
FMNL1-012	0.0
FMNL1-004	279.03
NUTM2A-002	106.88
NUTM2A-001	76.46
PTRHD1-001	49.2
PTRHD1-006	4.13
PTRHD1-003	2.21
PTRHD1-002	1.69
PTRHD1-004	0.0
PTRHD1-005	0.0
LCN12-003	0.0
LCN12-015	0.0
LCN12-010	2.36
LCN12-007	2.0
LCN12-013	2.26
LCN12-004	0.0
LCN12-008	0.0
LCN12-002	0.0
LCN12-005	1.0
LCN12-001	0.0
LCN12-009	1.38
LCN12-014	0.0
LCN12-006	0.0
LCN12-012	0.0
LCN12-011	0.0
OR6A2-001	0.0
WT1-001	729.2
WT1-005	114.46
WT1-002	22.12
WT1-009	456.98
WT1-004	461.5
WT1-007	23.01
WT1-006	46.61
WT1-008	7.18
WT1-003	58.94
ZFP90-201	593.61
ZFP90-008	0.0
ZFP90-010	125.83
ZFP90-006	0.0
ZFP90-002	0.0
ZFP90-007	1.17
ZFP90-005	0.0
ZFP90-009	22.41
ZFP90-001	83.9
ZFP90-017	0.0
ZFP90-018	0.0
ZFP90-024	303.08
ZFP90-012	0.0
ZFP90-019	0.0
ZFP90-022	0.0
ZFP90-013	0.0
ZFP90-023	0.0
ZFP90-014	0.0
ZFP90-202	0.0
AQP12A-001	0.0
AQP12A-201	0.0
AQP12A-005	0.0
AQP12A-003	0.0
AQP12A-006	0.0
FAM227A-001	0.0
FAM227A-003	0.0
FAM227A-002	0.0
FAM227A-004	0.0
FAM227A-201	88.78
FAM227A-009	0.0
FAM227A-012	0.0
FAM227A-010	1.34
FAM227A-005	0.0
FAM227A-006	11.88
FAM227A-011	0.0
OR6C70-001	0.0
MUC6-001	36.0
MUC6-002	0.0
MUC6-003	0.0
MUC6-004	0.0
AL772307.1-001	3.15
NOC4L-001	373.58
NOC4L-003	0.0
NOC4L-004	1.45
NOC4L-002	7.97
USP18-001	263.79
NDUFA6-002	24.06
NDUFA6-001	0.0
NDUFA6-003	183.59
NDUFA6-201	19.35
CHRM5-001	24.21
CHRM5-002	14.79
CHRM5-003	0.0
SORCS2-201	20.35
SORCS2-003	0.65
SORCS2-001	0.0
SORCS2-002	0.0
TMEM121-001	0.0
TMEM121-201	98.0
TMEM121-002	3.0
TMEM106A-002	116.05
TMEM106A-003	52.42
TMEM106A-009	22.34
TMEM106A-004	73.18
TMEM106A-006	7.89
TMEM106A-007	12.42
TMEM106A-008	22.27
TMEM106A-001	2072.43
SIVA1-001	95.54
SIVA1-002	9.23
SIVA1-004	253.99
SIVA1-007	53.41
SIVA1-008	0.0
SIVA1-006	0.0
SIVA1-005	9.61
SIVA1-003	958.21
TTTY13-001	0.0
BRI3BP-001	2265.31
IFNE-001	0.0
SLC22A10-004	0.0
SLC22A10-007	0.0
SLC22A10-005	0.0
SLC22A10-003	0.0
SLC22A10-006	0.0
SLC22A10-001	0.0
DGAT1-004	0.0
DGAT1-007	8.3
DGAT1-006	333.02
DGAT1-002	4.73
DGAT1-008	19.28
DGAT1-001	346.69
DGAT1-003	214.78
DGAT1-009	0.6
RFX6-001	0.0
RFX6-003	0.0
RFX6-002	0.0
ROBO2-003	0.0
ROBO2-002	0.0
ROBO2-011	0.0
ROBO2-005	0.0
ROBO2-010	0.0
ROBO2-006	0.0
ROBO2-007	0.0
ROBO2-012	0.0
ROBO2-013	0.0
ROBO2-008	0.0
ROBO2-004	0.0
ROBO2-001	0.0
ROBO2-201	0.0
AP3M1-001	1133.82
AP3M1-002	905.67
AP3M1-003	3.51
AP3M1-004	12.04
F8-003	19.39
F8-001	5.87
F8-004	2.75
F8-005	0.0
F8-002	0.0
NT5C1B-001	0.0
NT5C1B-002	0.0
NT5C1B-004	2.3
NT5C1B-008	0.0
NT5C1B-006	0.0
NT5C1B-009	0.0
NT5C1B-005	3.7
CA13-001	26.93
CA13-003	5.05
CA13-004	3.02
CA13-006	0.0
CA13-005	3.0
UBOX5-001	286.22
UBOX5-002	253.89
UBOX5-003	0.0
MAFF-001	156.16
MAFF-002	0.0
MAFF-003	0.57
MAFF-201	29.12
MAFF-004	3.77
MAFF-202	0.0
MAFF-203	0.0
MAFF-005	21.37
BRF1-009	396.7
BRF1-201	2.74
BRF1-010	56.01
BRF1-001	112.32
BRF1-008	0.0
BRF1-011	57.54
BRF1-016	0.0
BRF1-002	41.47
BRF1-026	24.48
BRF1-020	11.52
BRF1-014	204.3
BRF1-013	292.72
BRF1-023	49.07
BRF1-012	30.31
BRF1-021	0.0
BRF1-018	22.28
BRF1-019	0.0
BRF1-022	42.66
BRF1-015	0.0
BRF1-007	0.0
BRF1-017	0.0
BRF1-202	190.55
LRRC14B-001	1.0
SLC2A3P2-001	4.0
SEMA4B-002	0.0
SEMA4B-001	634.11
SEMA4B-014	18.03
SEMA4B-004	20.38
SEMA4B-012	2.07
SEMA4B-007	0.0
SEMA4B-015	8.83
SEMA4B-005	0.0
SEMA4B-019	0.0
SEMA4B-011	1.17
SEMA4B-006	0.0
SEMA4B-009	14.79
SEMA4B-017	0.0
SEMA4B-013	8.51
SEMA4B-003	314.33
SEMA4B-008	4.0
SEMA4B-016	17.09
SEMA4B-010	0.0
SEMA4B-018	4.41
SEMA4B-020	10.29
ZNF733P-002	0.0
ZNF733P-001	0.0
MROH2A-001	0.0
MROH2A-007	0.0
MROH2A-006	0.0
MROH2A-008	0.0
MROH2A-003	0.0
MROH2A-002	0.0
MROH2A-005	1.0
MROH2A-201	0.0
SPDYE16-001	0.0
SPDYE16-002	91.39
SPDYE16-003	38.49
RP11-321E2.6-001	0.0
CIB1-001	578.82
CIB1-201	77.18
ANKS1B-201	0.0
ANKS1B-006	0.0
ANKS1B-016	0.0
ANKS1B-010	0.0
ANKS1B-015	0.0
ANKS1B-021	0.0
ANKS1B-013	0.0
ANKS1B-002	0.0
ANKS1B-014	0.0
ANKS1B-004	0.0
ANKS1B-003	0.0
ANKS1B-028	0.0
ANKS1B-005	0.0
ANKS1B-029	0.0
ANKS1B-009	0.0
ANKS1B-011	0.0
ANKS1B-032	0.0
ANKS1B-001	0.0
ANKS1B-020	0.0
ANKS1B-012	0.0
ANKS1B-008	0.0
ANKS1B-022	0.0
ANKS1B-030	0.0
ANKS1B-024	0.0
ANKS1B-027	0.0
ANKS1B-033	0.0
ANKS1B-023	0.0
ANKS1B-019	0.0
ANKS1B-007	0.0
ANKS1B-026	0.0
ANKS1B-018	0.0
ANKS1B-025	0.0
ANKS1B-017	3.14
ANKS1B-034	0.0
NELFA-002	0.0
NELFA-001	10.81
NELFA-015	483.94
NELFA-010	0.0
NELFA-003	39.38
NELFA-009	0.0
NELFA-006	53.58
NELFA-007	5.18
NELFA-012	80.59
NELFA-011	0.0
NELFA-008	6.34
NELFA-004	131.79
NELFA-005	30.57
NELFA-014	9.07
NELFA-013	9.23
NELFA-201	26.52
SLC24A3-001	23.0
SLC24A3-201	0.0
SGCZ-001	0.0
SGCZ-002	0.0
SGCZ-201	0.0
EFCAB10-003	0.0
EFCAB10-006	0.0
EFCAB10-001	2.13
EFCAB10-004	3.22
EFCAB10-002	5.48
EFCAB10-005	0.0
C5orf47-001	0.0
C5orf47-002	0.0
AC000068.5-001	21.52
KRT76-001	0.0
FLRT2-001	0.0
FLRT2-006	0.0
FLRT2-007	0.0
FLRT2-002	0.0
FLRT2-008	0.0
FLRT2-004	0.0
FLRT2-005	0.0
OR7E31P-001	0.0
AC093698.1-001	0.0
INTS5-001	885.0
FAM169B-201	0.0
FAM169B-001	0.0
RPS27L-001	221.99
RPS27L-004	50.22
RPS27L-005	155.44
RPS27L-003	16.38
RPS27L-006	65.77
RPS27L-002	127.19
RPS27L-007	0.0
MANEAL-001	0.0
MANEAL-002	69.84
MANEAL-005	78.77
MANEAL-003	5.39
MANEAL-004	0.0
ADSSL1-001	23.78
ADSSL1-002	0.0
ADSSL1-003	0.0
ADSSL1-009	0.92
ADSSL1-007	3.0
ADSSL1-012	0.0
ADSSL1-005	0.0
ADSSL1-010	0.0
ADSSL1-008	1.24
ADSSL1-011	0.0
ADSSL1-006	2.06
ADSSL1-004	0.0
ANO9-001	21.95
ANO9-008	8.0
ANO9-007	0.0
ANO9-006	1.16
ANO9-005	35.14
ANO9-004	9.51
ANO9-002	110.25
ANO9-003	0.0
FAF1-201	225.49
FAF1-001	371.9
FAF1-005	131.71
FAF1-004	167.09
FAF1-002	196.82
MYADML2-201	0.0
MYADML2-001	0.0
FAM43A-001	358.0
NDNL2-001	385.0
HSF1-006	136.62
HSF1-005	47.8
HSF1-014	62.55
HSF1-001	1279.5
HSF1-010	18.7
HSF1-003	14.8
HSF1-009	4.18
HSF1-012	16.66
HSF1-013	8.0
HSF1-002	393.54
HSF1-007	40.87
HSF1-004	168.61
HSF1-008	97.39
HSF1-011	32.77
C6orf120-001	711.34
PURA-001	376.43
PURA-003	0.0
PURA-002	3.57
HIST1H2BL-001	2.0
INPP5J-002	0.0
INPP5J-001	0.0
INPP5J-008	0.0
INPP5J-006	3.65
INPP5J-004	0.0
INPP5J-007	3.35
INPP5J-003	0.0
INPP5J-201	0.0
INPP5J-010	0.0
INPP5J-011	0.0
INPP5J-005	0.0
INPP5J-009	0.0
INPP5J-202	0.0
NPY2R-001	0.0
NPY2R-002	0.0
MIXL1-001	2.88
MIXL1-002	3.97
MIXL1-003	0.15
MFSD6L-001	45.0
LRRC37B-001	113.38
LRRC37B-003	0.0
LRRC37B-201	0.0
LRRC37B-006	429.5
LRRC37B-015	0.0
LRRC37B-004	53.42
LRRC37B-017	41.92
LRRC37B-008	48.71
LRRC37B-019	57.57
LRRC37B-014	19.93
LRRC37B-011	13.41
LRRC37B-016	23.14
LRRC37B-009	0.0
LRRC37B-010	12.08
LRRC37B-018	0.0
LRRC37B-012	0.0
LRRC37B-005	20.97
LRRC37B-007	49.45
LRRC37B-013	9.7
LRRC37B-002	0.0
DDX51-003	231.59
DDX51-001	1101.17
DDX51-006	96.59
DDX51-005	149.21
DDX51-002	259.99
DDX51-004	139.15
NOMO2-001	0.0
NOMO2-002	328.1
NOMO2-201	0.0
NOMO2-004	0.0
NOMO2-005	0.0
NOMO2-003	0.0
NOMO2-006	0.0
NOMO2-007	8.27
NOMO2-008	3.45
NOMO2-202	0.0
NOMO2-203	0.0
NOMO2-204	1894.38
LINC00482-001	6.0
LINC00482-002	0.0
AQP12B-001	1.0
AQP12B-004	0.0
AQP12B-002	0.0
AQP12B-003	0.0
AQP12B-005	0.0
AQP12B-201	0.0
ZNF479-201	0.0
ZNF479-001	0.0
ZNF479-202	0.0
GOLGA8DP-002	0.0
GOLGA8DP-001	21.48
LINC00313-001	0.0
LINC00313-005	0.0
LINC00313-004	0.0
LINC00313-002	0.0
LINC00313-006	0.0
LINC00313-007	0.0
LINC00313-003	0.0
SIGIRR-001	10.79
SIGIRR-006	0.0
SIGIRR-004	570.91
SIGIRR-009	97.89
SIGIRR-014	11.91
SIGIRR-023	2.13
SIGIRR-013	17.23
SIGIRR-007	27.02
SIGIRR-003	81.14
SIGIRR-020	0.0
SIGIRR-008	2.35
SIGIRR-012	86.25
SIGIRR-015	2.84
SIGIRR-019	22.63
SIGIRR-018	41.94
SIGIRR-021	10.84
SIGIRR-010	17.05
SIGIRR-017	0.65
SIGIRR-016	102.36
SIGIRR-002	309.35
SIGIRR-022	44.38
SIGIRR-011	191.33
NRBP2-005	31.18
NRBP2-001	462.34
NRBP2-007	119.02
NRBP2-004	72.98
NRBP2-009	7.48
NRBP2-010	0.0
NRBP2-006	32.8
NRBP2-003	19.04
NRBP2-002	215.03
NRBP2-008	135.13
PRSS57-002	558.02
PRSS57-001	302.98
IFITM2-004	0.0
IFITM2-001	989.66
IFITM2-002	0.0
IFITM2-003	0.0
IFITM2-005	0.0
IFITM2-201	153.02
WASIR1-001	4.93
TNFAIP2-201	249.44
TNFAIP2-006	18.78
TNFAIP2-007	26.38
TNFAIP2-005	88.11
TNFAIP2-003	259.94
TNFAIP2-008	11.95
TNFAIP2-002	0.0
TNFAIP2-004	0.0
TNFAIP2-001	652.39
TNFAIP2-009	2.02
TNFAIP2-010	0.0
ZNF445-001	1819.47
ZNF445-201	1143.59
ZNF445-002	2.22
ZNF445-003	15.72
ZNF445-202	0.0
PGBD2-001	373.37
PGBD2-002	152.63
PGBD2-003	0.0
GAPDHP24-001	0.0
WBP5-002	4.83
WBP5-001	17.17
MC2R-001	0.0
MC2R-002	0.0
RAB11B-001	1337.28
RAB11B-002	229.05
RAB11B-003	22.61
RAB11B-004	0.0
RAB11B-005	0.0
PRMT3-002	9.22
PRMT3-001	455.06
PRMT3-003	45.48
PRMT3-006	5.76
PRMT3-005	2.83
PRMT3-004	91.64
GP1BA-001	28.6
GP1BA-201	51.4
PRPF39-003	324.15
PRPF39-001	588.46
PRPF39-002	674.91
PRPF39-009	0.0
PRPF39-007	38.35
PRPF39-006	94.45
PRPF39-004	16.01
PRPF39-008	159.18
PRPF39-013	0.0
PRPF39-012	18.11
PRPF39-010	6.96
PRPF39-011	71.55
MAGEA11-201	0.0
MAGEA11-001	0.0
MAGEA11-002	0.0
MAGEA11-003	0.0
PPIL6-002	0.0
PPIL6-201	0.0
PPIL6-003	25.81
PPIL6-004	2.58
PPIL6-005	0.0
PPIL6-006	0.0
PPIL6-001	27.2
PPIL6-007	5.82
ZNF74-201	0.0
ZNF74-001	0.0
ZNF74-005	394.41
ZNF74-002	154.81
ZNF74-008	0.0
ZNF74-007	4.56
ZNF74-004	140.9
ZNF74-006	233.62
ZNF74-003	137.01
ZNF74-202	221.7
KIAA0825-005	6.57
KIAA0825-201	39.82
KIAA0825-004	6.77
KIAA0825-001	33.84
UBALD2-001	1185.99
UBALD2-002	62.24
UBALD2-003	139.77
TEX33-001	0.0
TEX33-002	0.0
TEX33-003	0.0
TEX33-004	0.0
CDNF-003	1.26
CDNF-001	9.67
CDNF-002	0.0
CDNF-004	2.07
CDNF-005	0.0
NOTUM-001	0.0
NOTUM-002	0.0
NOTUM-003	0.0
NOTUM-004	0.0
KLHL33-001	75.0
RBM11-001	0.0
RBM11-005	0.0
RBM11-002	0.0
RBM11-004	0.0
RBM11-006	0.0
RBM11-003	1.0
WBSCR17-001	0.0
WBSCR17-004	0.0
WBSCR17-002	0.0
WBSCR17-003	0.0
WBSCR17-201	0.0
CD24P4-001	0.0
ZBTB37-001	2380.14
ZBTB37-002	6.12
ZBTB37-003	3.07
ZBTB37-201	5.66
ZBTB37-202	0.0
NUPR1L-001	0.0
IL3RA-001	1616.18
IL3RA-201	0.0
IL3RA-002	13.82
SPPL2C-001	0.0
CTD-2139B15.1-001	0.0
CCDC137-001	542.33
CCDC137-004	56.08
CCDC137-005	6.0
CCDC137-003	9.59
CCDC137-006	9.43
CCDC137-002	0.0
SFTPA2-001	0.0
SFTPA2-201	0.0
SFTPA2-003	0.0
SFTPA2-006	0.0
RGPD2-001	213.56
RGPD2-004	0.0
ARL15-001	86.25
ARL15-004	141.09
ARL15-005	0.0
ARL15-006	5.66
ARL15-003	0.0
ARL15-002	0.0
ARL15-201	0.0
C12orf56-001	0.0
C12orf56-007	0.0
C12orf56-002	0.0
C12orf56-006	0.0
C12orf56-003	0.0
C12orf56-004	0.0
C12orf56-008	0.0
SCN10A-001	0.0
SSXP4-001	0.0
CDK10-016	12.31
CDK10-001	18.86
CDK10-015	2.45
CDK10-002	241.09
CDK10-009	2.72
CDK10-013	8.66
CDK10-014	76.4
CDK10-003	35.98
CDK10-006	194.05
CDK10-005	76.63
CDK10-008	0.0
CDK10-019	250.9
CDK10-012	17.75
CDK10-011	6.66
CDK10-010	30.84
CDK10-021	127.34
CDK10-022	101.14
CDK10-017	15.92
CDK10-020	19.34
CDK10-004	173.95
CDK10-201	0.0
CDK10-202	0.0
TMEM105-001	1.14
TMEM105-004	0.0
TMEM105-002	0.0
TMEM105-003	1.86
TMEM105-005	0.0
SOCS1-001	81.0
TCN2-001	0.0
TCN2-002	21.64
TCN2-003	5.3
TCN2-004	0.0
TCN2-005	16.05
TCN2-006	0.0
TCN2-007	0.0
GAS2L1-002	2.88
GAS2L1-007	0.0
GAS2L1-008	0.0
GAS2L1-009	0.0
GAS2L1-010	0.0
GAS2L1-003	4.59
GAS2L1-006	3.49
GAS2L1-001	6.19
GAS2L1-005	3.55
GAS2L1-004	0.3
ATP6V0A2-001	2658.99
ATP6V0A2-003	18.75
ATP6V0A2-006	121.8
ATP6V0A2-005	275.94
ATP6V0A2-002	319.22
ATP6V0A2-008	278.63
ATP6V0A2-007	38.69
ATP6V0A2-004	45.87
ATP6V0A2-201	0.0
PARK2-003	0.0
PARK2-002	0.0
PARK2-001	0.0
PARK2-006	0.0
PARK2-005	0.0
PARK2-004	0.0
PARK2-007	0.0
PARK2-201	0.0
PARK2-202	0.0
PARK2-203	0.0
PARK2-204	0.0
C14orf80-001	34.61
C14orf80-201	0.0
C14orf80-003	0.0
C14orf80-006	62.88
C14orf80-017	64.47
C14orf80-004	0.0
C14orf80-014	10.8
C14orf80-009	0.0
C14orf80-008	38.85
C14orf80-011	12.89
C14orf80-002	0.0
C14orf80-012	0.0
C14orf80-010	0.0
C14orf80-016	10.97
C14orf80-015	0.56
C14orf80-021	0.0
C14orf80-020	21.67
C14orf80-007	0.0
C14orf80-018	0.0
C14orf80-019	118.0
HS6ST3-001	0.0
HS6ST3-201	0.0
HGS-001	3094.86
HGS-016	136.14
HGS-019	0.0
HGS-013	0.0
